staff_index,staff_name,openalex_author_id_short,openalex_author_id_full,author_display_name,author_match_score,author_match_confidence,work_id,title,publication_year,publication_date,raw_author_name,author_position,is_corresponding,paper_confidence,paper_confidence_score,paper_confidence_reasons,paper_has_oxford_affiliation,paper_affiliation_score,paper_time_score,paper_name_score,doi,work_type,cited_by_count,language,is_oa,oa_status,oa_url,landing_page_url,pdf_url,source_id,source_name,source_type,source_is_oa,source_issn_l,volume,issue,first_page,last_page,institutions_distinct_count,countries_distinct_count,topics_json,primary_topic_json,snapshot_source
165,Parag Gajendragadkar,A5037540330,https://openalex.org/A5037540330,Parag Gajendragadkar,0.9,high,local:8774725266ce6e69,Discrete mechanistic pathways underlying genetic predisposition to atrial fibrillation are associated with different intermediate cardiac phenotypes and risk of cardioembolic stroke,2024.0,2024-01-01,Parag Gajendragadkar,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Preprint,0,,,,,https://www.ndph.ox.ac.uk/publications/2016627,,,,Preprint,,,,,,,1,1,[],{},staff_recent_publications_json
165,Parag Gajendragadkar,A5037540330,https://openalex.org/A5037540330,Parag Gajendragadkar,0.9,high,local:9500ee115b74f3db,Making the Right Diagnosis: Slowly but Surely.,2023.0,2023-01-01,Parag Gajendragadkar,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1574515,,,Circulation,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
166,Yaqing Gao,A5056198194,https://openalex.org/A5056198194,Yaqing Gao,0.9,high,local:c422ecb4e79b573a,"Neuroticism, omega-3 fatty acids, and risk of incident dementia.",2025.0,2025-01-01,Yaqing Gao,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2131604,,,J Affect Disord,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
166,Yaqing Gao,A5056198194,https://openalex.org/A5056198194,Yaqing Gao,0.9,high,local:d136e435bfa8283c,"Hospitalization for COVID-19, Other Respiratory Infections, and Postacute Patient-Reported Symptoms.",2024.0,2024-01-01,Yaqing Gao,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2030836,,,JAMA Netw Open,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
166,Yaqing Gao,A5056198194,https://openalex.org/A5056198194,Yaqing Gao,0.9,high,local:7182d4f76c9dfe15,"Association of neuroticism with incident dementia, neuroimaging outcomes, and cognitive function.",2024.0,2024-01-01,Yaqing Gao,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2013862,,,Alzheimers Dement,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
166,Yaqing Gao,A5056198194,https://openalex.org/A5056198194,Yaqing Gao,0.9,high,local:ade868669889ed1b,Snoring and risk of dementia: a prospective cohort and Mendelian randomization study.,2024.0,2024-01-01,Yaqing Gao,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2011026,,,Sleep,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
166,Yaqing Gao,A5056198194,https://openalex.org/A5056198194,Yaqing Gao,0.9,high,local:fabf91114a4aecdb,"Relationship between HLA genetic variations, COVID-19 vaccine antibody response, and risk of breakthrough outcomes.",2024.0,2024-01-01,Yaqing Gao,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1994958,,,Nat Commun,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
166,Yaqing Gao,A5056198194,https://openalex.org/A5056198194,Yaqing Gao,0.9,high,local:1f5cff33e57249e3,Association of Regular Opioid Use With Incident Dementia and Neuroimaging Markers of Brain Health in Chronic Pain Patients: Analysis of UK Biobank.,2024.0,2024-01-01,Yaqing Gao,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1993121,,,Am J Geriatr Psychiatry,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
166,Yaqing Gao,A5056198194,https://openalex.org/A5056198194,Yaqing Gao,0.9,high,local:874dcceafed6ba86,HLA-C*07:01 and HLA-DQB1*02:01 protect against white matter hyperintensities and deterioration of cognitive function: A population-based cohort study.,2023.0,2023-01-01,Yaqing Gao,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1554334,,,Brain Behav Immun,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
167,Toral Gathani,A5037261045,https://openalex.org/A5037261045,Toral Gathani,0.9,high,local:9c1a7f2693f7b862,Understanding global variation in breast cancer mortality.,2025.0,2025-01-01,Toral Gathani,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2134666,,,Br J Radiol,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
167,Toral Gathani,A5037261045,https://openalex.org/A5037261045,Toral Gathani,0.9,high,local:0f16723879238c44,Reply to: Advancing equity in breast cancer detection: A public health and primary care imperative.,2025.0,2025-01-01,Toral Gathani,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2119250,,,Eur J Surg Oncol,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
167,Toral Gathani,A5037261045,https://openalex.org/A5037261045,Toral Gathani,0.9,high,local:f2d3090a40a7b769,Lessons learnt from developing an ethnically diverse patient and public involvement group for breast cancer research,2025.0,2025-01-01,Toral Gathani,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2086092,,,BMJ Open,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
167,Toral Gathani,A5037261045,https://openalex.org/A5037261045,Toral Gathani,0.9,high,local:cb2267975361c977,"Ethnicity and breast cancer incidence in over 329,500 women in England in 2011-2019.",2025.0,2025-01-01,Toral Gathani,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2074893,,,Eur J Surg Oncol,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
167,Toral Gathani,A5037261045,https://openalex.org/A5037261045,Toral Gathani,0.9,high,local:70d4002050ec3342,Barriers to and enablers of the early diagnosis of breast cancer among women from ethnic minority backgrounds in the UK: protocol for a qualitative evidence synthesis.,2024.0,2024-01-01,Toral Gathani,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2039197,,,BMJ Open,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
168,Ursula Gazeley,A5036734767,https://openalex.org/A5036734767,Ursula Gazeley,0.9,high,local:ca290ac8e5538920,Accounting for stillbirths in maternal health metrics: a cross-country analysis.,2025.0,2025-01-01,Ursula Gazeley,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2134385,,,EClinicalMedicine,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
168,Ursula Gazeley,A5036734767,https://openalex.org/A5036734767,Ursula Gazeley,0.9,high,local:07a31b51c028d4a1,Evolution of Life Expectancy and Lifespan Variation in Sub-Saharan Africa,2025.0,2025-01-01,Ursula Gazeley,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Preprint,0,,,,,https://www.ndph.ox.ac.uk/publications/2127877,,,,Preprint,,,,,,,1,1,[],{},staff_recent_publications_json
168,Ursula Gazeley,A5036734767,https://openalex.org/A5036734767,Ursula Gazeley,0.9,high,local:2933268dd0f023b9,"The lifetime risk of maternal near miss morbidity in Asia, Africa, the Middle East, and Latin America: a cross-country systematic analysis.",2024.0,2024-01-01,Ursula Gazeley,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2044853,,,Lancet Glob Health,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
168,Ursula Gazeley,A5036734767,https://openalex.org/A5036734767,Ursula Gazeley,0.9,high,local:1d455fb4b89dd476,"Postpartum recovery after severe maternal morbidity in Kilifi, Kenya: a grounded theory of recovery trajectories beyond 42 days.",2024.0,2024-01-01,Ursula Gazeley,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2013194,,,BMJ Glob Health,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
168,Ursula Gazeley,A5036734767,https://openalex.org/A5036734767,Ursula Gazeley,0.9,high,local:c443d89b7a789c3b,Lifetime risk of maternal near miss morbidity: a novel indicator of maternal health.,2024.0,2024-01-01,Ursula Gazeley,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1586272,,,Int J Epidemiol,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
172,Louisa Gnatiuc,A5080416947,https://openalex.org/A5080416947,Louisa Gnatiuc,0.9,high,local:8e5ecaf3abbde096,A Mendelian randomization study of the effect of body mass index on 52 causes of death among 125 000 Mexican adults with admixed ancestry.,2025.0,2025-01-01,Louisa Gnatiuc,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2127954,,,Int J Epidemiol,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
172,Louisa Gnatiuc,A5080416947,https://openalex.org/A5080416947,Louisa Gnatiuc,0.9,high,local:7e6bc025ee8be795,"Prediabetes and risk of all-cause and cause-specific mortality: a prospective study of 114,062 adults in Mexico City.",2025.0,2025-01-01,Louisa Gnatiuc,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2109848,,,J Clin Endocrinol Metab,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
172,Louisa Gnatiuc,A5080416947,https://openalex.org/A5080416947,Louisa Gnatiuc,0.9,high,local:bd171ba0f2dffa5d,Cognitive impairment at older ages among 8000 men and women living in Mexico City: a cross-sectional analyses of a prospective study.,2024.0,2024-01-01,Louisa Gnatiuc,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2073899,,,BMC Public Health,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
172,Louisa Gnatiuc,A5080416947,https://openalex.org/A5080416947,Louisa Gnatiuc,0.9,high,local:e546bc834fa52a35,Alcohol and mortality in Mexico: prospective study of 150 000 adults.,2024.0,2024-01-01,Louisa Gnatiuc,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2054759,,,Lancet Public Health,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
172,Louisa Gnatiuc,A5080416947,https://openalex.org/A5080416947,Louisa Gnatiuc,0.9,high,local:0215c228c413fc8c,"Blood Pressure, eGFR, and Kidney Mortality in Mexico: A Prospective Study of 150,000 Adults",2024.0,2024-01-01,Louisa Gnatiuc,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Conference paper,0,,,,,https://www.ndph.ox.ac.uk/publications/2078927,,,,Conference paper,,,,,,,1,1,[],{},staff_recent_publications_json
172,Louisa Gnatiuc,A5080416947,https://openalex.org/A5080416947,Louisa Gnatiuc,0.9,high,local:11508748305dd1cb,"Author Correction: Genotyping, sequencing and analysis of 140,000 adults from Mexico City.",2024.0,2024-01-01,Louisa Gnatiuc,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1618833,,,Nature,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
172,Louisa Gnatiuc,A5080416947,https://openalex.org/A5080416947,Louisa Gnatiuc,0.9,high,local:b1da19e4d6947455,"Blood Pressure, eGFR, and Kidney Mortality in Mexico: A Prospective Study of 150,000 Adults",2024.0,2024-01-01,Louisa Gnatiuc,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2054302,,,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
172,Louisa Gnatiuc,A5080416947,https://openalex.org/A5080416947,Louisa Gnatiuc,0.9,high,local:b13d1e8bbac222ca,"Polygenic prediction of coronary heart disease among 130,000 Mexican adults",2024.0,2024-01-01,Louisa Gnatiuc,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Preprint,0,,,,,https://www.ndph.ox.ac.uk/publications/2072844,,,,Preprint,,,,,,,1,1,[],{},staff_recent_publications_json
172,Louisa Gnatiuc,A5080416947,https://openalex.org/A5080416947,Louisa Gnatiuc,0.9,high,local:09da3a2667693676,"Genotyping, sequencing and analysis of 140,000 adults from Mexico City",2023.0,2023-01-01,Louisa Gnatiuc,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1544804,,,Nature,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
172,Louisa Gnatiuc,A5080416947,https://openalex.org/A5080416947,Louisa Gnatiuc,0.9,high,local:4b2be1c07398d363,"Genotyping, sequencing and analysis of 140,000 adults from Mexico City.",2023.0,2023-01-01,Louisa Gnatiuc,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1544803,,,Nature,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
173,Michael Goldacre,A5033615659,https://openalex.org/A5033615659,Michael Goldacre,0.9,high,local:82ba90d5f97fdca7,Venous thromboembolism risk in amyotrophic lateral sclerosis: a hospital record-linkage study.,2024.0,2024-01-01,Michael Goldacre,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1928239,,,J Neurol Neurosurg Psychiatry,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
173,Michael Goldacre,A5033615659,https://openalex.org/A5033615659,Michael Goldacre,0.9,high,local:3616e01fbf6e3180,"Risk of self-harm in patients with eating disorders: English population-based national record-linkage study, 1999-2021.",2024.0,2024-01-01,Michael Goldacre,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1564219,,,Int J Eat Disord,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
173,Michael Goldacre,A5033615659,https://openalex.org/A5033615659,Michael Goldacre,0.9,high,local:2ca346a4b95c5065,Hospital admissions for group A streptococcal infections in England: current rates and historical perspective.,2023.0,2023-01-01,Michael Goldacre,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1495376,,,Lancet Infect Dis,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
173,Michael Goldacre,A5033615659,https://openalex.org/A5033615659,Michael Goldacre,0.9,high,local:94274cfddf400771,Low risk of some common cancers in women with anorexia nervosa: Evidence from a national record-linkage study.,2023.0,2023-01-01,Michael Goldacre,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1345036,,,Acta Psychiatr Scand,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
173,Michael Goldacre,A5033615659,https://openalex.org/A5033615659,Michael Goldacre,0.9,high,local:9425449c28c4cf55,Central nervous system abscesses and empyemas in England: epidemiological trends over five decades.,2023.0,2023-01-01,Michael Goldacre,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1328988,,,J Infect,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
174,Raph Goldacre,A5036982873,https://openalex.org/A5036982873,Raph Goldacre,0.9,high,local:7340bc89eded548b,"Sotrovimab versus usual care in patients admitted to hospital with COVID-19 (RECOVERY): a randomised, controlled, open-label, platform trial.",2026.0,2026-01-01,Raph Goldacre,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2127471,,,Lancet Infect Dis,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
174,Raph Goldacre,A5036982873,https://openalex.org/A5036982873,Raph Goldacre,0.9,high,local:a261d1f80781aae1,Ethnic Disparities in Severe Maternal Morbidity and the Contribution of Deprivation: A Population-Based Causal Analysis.,2025.0,2025-01-01,Raph Goldacre,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2128188,,,BJOG,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
174,Raph Goldacre,A5036982873,https://openalex.org/A5036982873,Raph Goldacre,0.9,high,local:5080a3bd7a479856,Maternal and Infant Outcomes for Women Experiencing Homelessness Before and During Pregnancy: A Retrospective Cohort Study.,2025.0,2025-01-01,Raph Goldacre,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2108787,,,BJOG,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
174,Raph Goldacre,A5036982873,https://openalex.org/A5036982873,Raph Goldacre,0.9,high,local:329cc1cb1208c654,"Temporal trends in hospital-recorded pulmonary embolism in England before, during and after the COVID-19 pandemic (2008-2024): a population-based observational study.",2025.0,2025-01-01,Raph Goldacre,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2277516,,,Lancet Reg Health Eur,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
174,Raph Goldacre,A5036982873,https://openalex.org/A5036982873,Raph Goldacre,0.9,high,local:a9b60037f1273f14,"Trends and variation in the incidence of hip fracture in England before, during, and after the COVID-19 pandemic (2014-2024): a population-based observational study.",2025.0,2025-01-01,Raph Goldacre,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2280294,,,Lancet Reg Health Eur,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
176,Michelle Goonasekera,A5011517202,https://openalex.org/A5011517202,Michelle Goonasekera,0.9,high,local:35b719f006184b80,"Design, recruitment and baseline characteristics of the LENS trial.",2024.0,2024-01-01,Michelle Goonasekera,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1614614,,,Diabet Med,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
176,Michelle Goonasekera,A5011517202,https://openalex.org/A5011517202,Michelle Goonasekera,0.9,high,local:ef3b3b06f16a20d0,Accuracy of heart failure ascertainment using routinely collected healthcare data: a systematic review and meta-analysis.,2024.0,2024-01-01,Michelle Goonasekera,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1769379,,,Syst Rev,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
176,Michelle Goonasekera,A5011517202,https://openalex.org/A5011517202,Michelle Goonasekera,0.9,high,local:23de55c0d00954f3,"Effects of Empagliflozin on Fluid Overload, Weight, and Blood Pressure in CKD.",2024.0,2024-01-01,Michelle Goonasekera,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1568801,,,J Am Soc Nephrol,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
176,Michelle Goonasekera,A5011517202,https://openalex.org/A5011517202,Michelle Goonasekera,0.9,high,local:e94293664cad6b3a,Effects of empagliflozin on progression of chronic kidney disease: a prespecified secondary analysis from the empa-kidney trial.,2024.0,2024-01-01,Michelle Goonasekera,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1552533,,,Lancet Diabetes Endocrinol,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
176,Michelle Goonasekera,A5011517202,https://openalex.org/A5011517202,Michelle Goonasekera,0.9,high,local:5a1f1e81e20bc193,Impact of primary kidney disease on the effects of empagliflozin in patients with chronic kidney disease: secondary analyses of the EMPA-KIDNEY trial.,2024.0,2024-01-01,Michelle Goonasekera,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1552616,,,Lancet Diabetes Endocrinol,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
182,Mackenzie Graham,A5054984207,https://openalex.org/A5054984207,Mackenzie Graham,0.9,high,local:7066b09a4da9971b,A Narrative Review of Ethical Issues in the Use of Artificial Intelligence Enabled Diagnostics for Diabetic Retinopathy.,2024.0,2024-01-01,Mackenzie Graham,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2062760,,,J Eval Clin Pract,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
182,Mackenzie Graham,A5054984207,https://openalex.org/A5054984207,Mackenzie Graham,0.9,high,local:74bc745d13c1d067,Informing cognitively healthy research participants of modifiable dementia risk factors: Ethical implications.,2024.0,2024-01-01,Mackenzie Graham,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2053657,,,J Alzheimers Dis,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
182,Mackenzie Graham,A5054984207,https://openalex.org/A5054984207,Mackenzie Graham,0.9,high,local:fd44ab7c87355752,Getting rights right: Implementing 'Martha's Rule',2023.0,2023-01-01,Mackenzie Graham,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1581640,,,Journal of Medical Ethics,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
182,Mackenzie Graham,A5054984207,https://openalex.org/A5054984207,Mackenzie Graham,0.9,high,local:dc74b698fbac79cc,TREs are still not about trust.,2023.0,2023-01-01,Mackenzie Graham,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1330934,,,J Med Ethics,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
182,Mackenzie Graham,A5054984207,https://openalex.org/A5054984207,Mackenzie Graham,0.9,high,local:6f57b94b2e1b9bdd,Use of functional magnetic resonance imaging to assess cognition and consciousness in severe Guillain-Barré syndrome.,2023.0,2023-01-01,Mackenzie Graham,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1304919,,,Int J Clin Health Psychol,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
184,Alastair Gray,A5027337947,https://openalex.org/A5027337947,Alastair Gray,0.9,high,local:ecc26767ceb7763a,"Patient-reported harm from NHS treatment or care, or the lack of access to care: a cross-sectional survey of general population prevalence, impact and responses.",2025.0,2025-01-01,Alastair Gray,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2117175,,,BMJ Qual Saf,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
184,Alastair Gray,A5027337947,https://openalex.org/A5027337947,Alastair Gray,0.9,high,local:dc0b7bb779d59d2f,Protocol for the process evaluation for a cluster randomised controlled trial evaluating primary school-based screening and intervention delivery for childhood anxiety problems.,2025.0,2025-01-01,Alastair Gray,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2092932,,,BMJ Open,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
184,Alastair Gray,A5027337947,https://openalex.org/A5027337947,Alastair Gray,0.9,high,local:eeb420d0f71e3b8a,Evaluating prediction of short-term tolerability of five type 2 diabetes drug classes using routine clinical features: UK population-based study,2025.0,2025-01-01,Alastair Gray,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2128271,,,Diabetes Obesity and Metabolism,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
184,Alastair Gray,A5027337947,https://openalex.org/A5027337947,Alastair Gray,0.9,high,local:406f43beebb1965d,Quality of care for secondary cardiovascular disease prevention in 2009-2017: population-wide cohort study of antiplatelet therapy use in Scotland.,2024.0,2024-01-01,Alastair Gray,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/1519202,,,BMJ Qual Saf,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
184,Alastair Gray,A5027337947,https://openalex.org/A5027337947,Alastair Gray,0.9,high,local:ab2b1073bcb8651d,"Heart failure in Europe: Guideline-directed medical therapy use and decision making in chronic and acute, pre-existing and de novo, heart failure with reduced, mildly reduced, and preserved ejection fraction - the ESC EORP Heart Failure III Registry.",2024.0,2024-01-01,Alastair Gray,,,high,0.88,Bundled staff-profile publication; high person-level OpenAlex match; publication has DOI or year evidence.,,,,,,Journal article,0,,,,,https://www.ndph.ox.ac.uk/publications/2032912,,,Eur J Heart Fail,Journal article,,,,,,,1,1,[],{},staff_recent_publications_json
